new file 
Gene Symbol	Disease	Ensembl ID	Gene ID	OMIM	GeneCards	HugeNavigator	GenAtlas	YFG	PharmGKB	HGMD	EXPASY	WikiGenes	NCBI	GAD	Gene Name	Gene Symbol Synonyms	Gene name Synonyms	Chromosome	Location	PMIDs	# of Refs	# DB	HuGe Prospector Score	pValues	No Association Number	# of GAD Yes	# of GAD No	Final Score	
EMP2	autism	ENSG00000213853	2013	0	1	0	0	0	0	0	0	0	0	0	epithelial membrane protein 2	MGC9056|XMP	-	16	16p13.2		0	1			0	0	0	0.0	
FGFR1	autism	ENSG00000077782	2260	0	1	0	0	0	0	0	0	0	0	0	fibroblast growth factor receptor 1	BFGFR|CD331|CEK|FGFBR|FLG|FLJ99988|FLT2|HBGFR|KAL2|N-SAM|OGD	FMS-like tyrosine kinase 2|OTTHUMP00000190874|OTTHUMP00000190878|OTTHUMP00000190879|OTTHUMP00000190881|basic fibroblast growth factor receptor 1|fms-related tyrosine kinase 2|heparin-binding growth factor receptor|hydroxyaryl-protein kinase|soluble FGFR1 variant 1|soluble FGFR1 variant 2	8	8p11.2-p11.1		0	1			0	0	0	0.0	
SOX3	autism	ENSG00000134595	6658	0	0	0	0	1	0	0	0	0	0	0	SRY (sex determining region Y)-box 3	GHDX|MRGH|PHP|PHPX|SOXB	OTTHUMP00000024166|transcription factor SOX-3	X	Xq27.1		0	1			0	0	0	0.0	
CSMD3	autism	ENSG00000164796	114788	0	1	0	0	0	0	0	0	0	0	0	CUB and Sushi multiple domains 3	KIAA1894	-	8	8q23.3		0	1			0	0	0	0.0	
WT1	autism	ENSG00000184937	7490	0	1	0	0	0	0	0	0	0	0	0	Wilms tumor 1	GUD|WAGR|WIT-2|WT33	-	11	11p13		0	1			0	0	0	0.0	
ST7OT3	autism		93655	0	1	0	0	0	0	0	0	0	0	0	ST7 overlapping transcript 3 (non-protein coding)	NCRNA00026	-	7	7q31.1-q31.2		0	1			0	0	0	0.0	
TMEM195	autism	ENSG00000187546	392636	0	0	0	0	0	0	1	0	0	0	0	transmembrane protein 195	FLJ16237|MGC131748	-	7	7p21.1		0	1			0	0	0	0.0	
MEST	autism	ENSG00000106484	4232	0	1	0	0	0	0	0	0	1	0	0	mesoderm specific transcript homolog (mouse)	DKFZp686L18234|MGC111102|MGC8703|PEG1	mesoderm specific transcript|paternally expressed gene 1	7	7q32		0	2			0	0	0	0.0	
HTT	autism	ENSG00000197386	3064	0	1	0	0	0	0	0	0	0	0	0	huntingtin	HD|IT15	-	4	4p16.3		0	1			0	0	0	0.0	
SSD	autism		404713	0	0	0	0	0	0	0	0	1	0	0	-	-	-	3	3p12-q13		0	1			0	0	0	0.0	
REEP3	autism		221035	0	1	0	0	0	0	0	0	1	0	0	receptor accessory protein 3	C10orf74	OTTHUMP00000060744|receptor expression enhancing protein 3	10	10q21.3		0	2			0	0	0	0.0	
SLC4A10	autism		57282	0	0	0	0	0	0	1	0	0	0	0	"solute carrier family 4, sodium bicarbonate transporter, member 10"	NBCn2|NCBE	"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10|solute carrier family 4, sodium bicarbonate transporter-like, member 10"	2	2q23-q24		0	1			0	0	0	0.0	
DIO3	autism	ENSG00000197406	1735	0	1	0	0	0	0	0	0	0	0	0	"deiodinase, iodothyronine, type III"	5DIII|D3|DIOIII|TXDI3	"iodothyronine deiodinase, placental type|thyroxine deiodinase type III (selenoprotein)|type 3 iodothyronine selenodeiodinase|type-III 5' deiodinase"	14	14q32		0	1			0	0	0	0.0	
CYFIP1	autism	ENSG00000068793	23191	0	1	0	0	0	0	0	0	0	0	0	cytoplasmic FMR1 interacting protein 1	FLJ45151|P140SRA-1|SHYC|SRA1	cytoplasmic FMRP interacting protein 1|selective hybridizing clone	15	15q11		0	1			0	0	0	0.0	
CD79A	autism	ENSG00000105369	973	0	1	0	0	0	0	0	0	0	0	0	"CD79a molecule, immunoglobulin-associated alpha"	IGA|MB-1	B-cell antigen receptor complex-associated protein alpha chain|CD79A antigen|CD79a antigen (immunoglobulin-associated alpha)|MB-1 membrane glycoprotein|surface IgM-associated protein	19	19q13.2		0	1			0	0	0	0.0	
SST	autism	ENSG00000157005	6750	0	1	0	0	0	0	0	0	0	0	0	somatostatin	SMST	somatostatin-14|somatostatin-28	3	3q28		0	1			0	0	0	0.0	
ZNF81	autism		347344	0	0	0	0	1	0	0	0	0	0	0	zinc finger protein 81	FLJ44367|HFZ20|MRX45	OTTHUMP00000023234|dJ54B20.6 (zinc finger protein 81 (HFZ20))	X	Xp11.23		0	1			0	0	0	0.0	
MLPH	autism	ENSG00000115648	79083	0	1	0	0	0	0	0	0	0	0	0	melanophilin	MGC2771|MGC59733|SLAC2-A	exophilin-3	2	2q37.3		0	1			0	0	0	0.0	
PRKAG2	autism	ENSG00000106617	51422	0	0	0	0	0	1	0	0	0	0	0	"protein kinase, AMP-activated, gamma 2 non-catalytic subunit"	AAKG|AAKG2|CMH6|H91620p|WPWS	AMP-activated protein kinase gamma2 subunit|AMPK gamma2	7	7q36.1		0	1			0	0	0	0.0	
TDO2	autism	ENSG00000151790	6999	0	1	0	0	0	0	1	0	0	0	0	"tryptophan 2,3-dioxygenase"	TDO|TPH2|TRPO	Tryptophan oxygenase	4	4q31-q32		0	2			0	0	0	0.0	
GALNTL5	autism	ENSG00000106648	168391	0	0	0	0	0	0	1	0	0	0	0	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	GALNT15	H_DJ0981O07.1|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15|WUGSC:H_DJ0981O07.1	7	7q36.1		0	1			0	0	0	0.0	
PAK3	autism	ENSG00000077264	5063	0	0	0	0	1	0	0	0	0	0	0	p21 protein (Cdc42/Rac)-activated kinase 3	CDKN1A|MRX30|MRX47|OPHN3|PAK3beta|bPAK|hPAK3	OTTHUMP00000023855|OTTHUMP00000062894|beta-PAK|oligophrenin-3|p21 (CDKN1A)-activated kinase 3|p21-activated kinase 3|serine/threonine-protein kinase PAK 3	X	Xq22.3		0	1			0	0	0	0.0	
TPO	autism	ENSG00000115705	7173	0	1	0	0	0	0	0	0	0	0	0	thyroid peroxidase	MSA|TPX	OTTHUMP00000115304|OTTHUMP00000115536|thyroid microsomal antigen|thyroperoxidase	2	2p25		0	1			0	0	0	0.0	
FTSJ1	autism	ENSG00000068438	24140	0	0	0	0	1	0	0	0	0	0	0	FtsJ homolog 1 (E. coli)	CDLIV|JM23|MRX44|MRX9|SPB1|TRM7	FtsJ homolog 1|OTTHUMP00000025795|OTTHUMP00000025796|cell division protein|rRNA (uridine-2'-O-)-methyltransferase	X	Xp11.23		0	1			0	0	0	0.0	
HPD	autism	ENSG00000158104	3242	0	0	0	0	0	0	0	0	1	0	0	4-hydroxyphenylpyruvate dioxygenase	4-HPPD|4HPPD|GLOD3|HPPDASE|PPD	4-hydroxyphenylpyruvic acid oxidase|glyoxalase domain containing 3	12	12q24-qter		0	1			0	0	0	0.0	
GABRG2	autism	ENSG00000113327	2566	0	1	0	0	0	0	0	0	0	0	0	"gamma-aminobutyric acid (GABA) A receptor, gamma 2"	CAE2|ECA2|GEFSP3	"gamma-aminobutyric acid A receptor, gamma 2"	5	5q31.1-q33.1		0	1			0	0	0	0.0	
EGR2	autism	ENSG00000122877	1959	0	1	0	0	0	0	0	0	0	0	0	early growth response 2	AT591|CMT1D|CMT4E|DKFZp686J1957|FLJ14547|KROX20	"KROX-20, Drosophila, homolog (early growth response-2)|Krox-20 homolog, Drosophila|OTTHUMP00000062133|early growth response 2 protein"	10	10q21.1		0	1			0	0	0	0.0	
MPP2	autism	ENSG00000108852	4355	0	1	0	0	0	0	0	0	0	0	0	"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)"	DKFZp686A06252|DKFZp686J2189|DKFZp761D0712|DLG2	"MAGUK p55 subfamily member 2|discs large, homolog 2|palmitoylated membrane protein 2"	17	17q12-q21		0	1			0	0	0	0.0	
ALDH5A1	autism	ENSG00000112294	7915	0	0	0	0	0	0	0	0	1	0	0	"aldehyde dehydrogenase 5 family, member A1"	SSADH|SSDH	NAD(+)-dependent succinic semialdehyde dehydrogenase|OTTHUMP00000016088|aldehyde dehydrogenase 5A1|mitochondrial succinate semialdehyde dehydrogenase|succinate-semialdehyde dehydrogenase	6	6p22.2-p22.3		0	1			0	0	0	0.0	
HMBS	autism	ENSG00000149397	3145	0	1	0	0	0	0	0	0	0	0	0	hydroxymethylbilane synthase	PBG-D|PBGD|UPS	porphobilinogen deaminase|pre-uroporphyrinogen synthase|uroporphyrinogen I synthase|uroporphyrinogen I synthetase	11	11q23.3		0	1			0	0	0	0.0	
PRKCB	autism	ENSG00000166501	5579	0	1	1	0	0	0	0	0	1	0	1	"protein kinase C, beta"	MGC41878|PKC-beta|PKCB|PRKCB1|PRKCB2	"protein kinase C beta 1|protein kinase C, beta 1 polypeptide"	16	16p11.2		0	4			0	0	0	0.0	
MAGT1	autism	ENSG00000102158	84061	0	0	0	0	1	0	0	0	0	0	0	magnesium transporter 1	DKFZp564K142|FLJ14726|IAP|MGC64926|OST3B|PRO0756|bA217H1.1	OTTHUMP00000023589|OTTHUMP00000062081|implantation-associated protein	X	Xq21.1		0	1			0	0	0	0.0	
XPC	autism		7508	0	1	0	0	0	0	0	0	0	0	0	"xeroderma pigmentosum, complementation group C"	XP3|XPCC	xeroderma pigmentosum group C protein	3	3p25		0	1			0	0	0	0.0	
PSD	autism	ENSG00000059915	5662	0	0	0	0	0	0	0	0	1	0	0	pleckstrin and Sec7 domain containing	KIAA2011|PSD1|TYL	OTTHUMP00000020364|OTTHUMP00000059199|pleckstrin and Sec7 domain protein	10	10q24		0	1			0	0	0	0.0	
CTSC	autism	ENSG00000109861	1075	0	1	0	0	0	0	0	0	0	0	0	cathepsin C	CPPI|DPP1|DPPI|HMS|JP|JPD|PALS|PLS	cathepsin J|dipeptidyl transferase|dipeptidyl-peptidase I	11	11q14.1-q14.3		0	1			0	0	0	0.0	
CUX1	autism	ENSG00000160967	1523	0	1	0	0	0	0	0	0	0	0	0	cut-like homeobox 1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	"cut homeobox|cut homolog|cut-like 1, CCAAT displacement protein|golgi integral membrane protein 6|putative protein product of Nbla10317"	7	7q22.1		0	1			0	0	0	0.0	
AUTS-2	autism		282553	0	1	0	0	0	0	0	0	1	1	0	-	AUTS2	-	3	3q25-q27		0	3			0	0	0	0.0	
TCF7L2	autism	ENSG00000148737	6934	0	0	0	0	0	1	0	0	0	0	0	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	TCF-4|TCF4	OTTHUMP00000020496|transcription factor 7-like 2	10	10q25.3		0	1			0	0	0	0.0	
CALCA	autism	ENSG00000110680	796	0	1	0	0	0	0	0	0	0	0	0	calcitonin-related polypeptide alpha	CALC1|CGRP|CGRP-I|CGRP1|CT|KC|MGC126648	"calcitonin|calcitonin 1|calcitonin/calcitonin-related polypeptide, alpha|katacalcin"	11	11p15.2-p15.1		0	1			0	0	0	0.0	
MYP3	autism		8782	0	0	0	0	0	0	0	0	1	0	0	"myopia 3 (high grade, autosomal dominant)"	-	-	12	12q21-q23		0	1			0	0	0	0.0	
IL2RB	autism	ENSG00000100385	3560	0	1	0	0	0	0	0	0	0	0	0	"interleukin 2 receptor, beta"	CD122|P70-75	CD122 antigen|OTTHUMP00000028799|high affinity IL-2 receptor beta subunit|interleukin 2 receptor beta	22	22q13|22q13.1		0	1			0	0	0	0.0	
IL2RA	autism	ENSG00000134460	3559	0	1	0	0	0	0	0	0	0	0	0	"interleukin 2 receptor, alpha"	CD25|IDDM10|IL2R|TCGFR	"Interleukin-2 receptor|OTTHUMP00000019030|OTTHUMP00000044870|interleukin 2 receptor, alpha chain"	10	10p15-p14		0	1			0	0	0	0.0	
ADHD1	autism		450087	0	1	0	0	0	0	0	0	0	0	0	-	-	-	16	16p13		0	1			0	0	0	0.0	
PARK2	autism	ENSG00000185345	5071	0	0	0	0	0	1	1	0	0	0	0	"Parkinson disease (autosomal recessive, juvenile) 2, parkin"	AR-JP|LPRS2|PDJ|PRKN	E3 ubiquitin ligase|OTTHUMP00000017565|OTTHUMP00000017566|OTTHUMP00000017567|parkin|parkin 2	6	6q25.2-q27		0	2			0	0	0	0.0	
GPRC6A	autism	ENSG00000173612	222545	0	1	0	0	0	0	0	0	0	0	0	"G protein-coupled receptor, family C, group 6, member A"	GPCR|bA86F4.3	OTTHUMP00000017075|predicted with SOSUI analysis|seven transmembrane helix receptor	6	6q22.2		0	1			0	0	0	0.0	
SP1	autism	ENSG00000185591	6667	0	1	0	0	0	0	0	0	0	0	0	Sp1 transcription factor	-	specificity protein 1	12	12q13.1		0	1			0	0	0	0.0	
C3ORF58	autism	ENSG00000181744	205428	0	0	0	0	1	1	0	0	0	0	0	chromosome 3 open reading frame 58	DIA1|MGC33365	hypothetical protein LOC205428	3	3q24		0	2			0	0	0	0.0	
PECAM1	autism		5175	0	1	0	0	0	0	0	0	0	0	0	platelet/endothelial cell adhesion molecule	CD31|FLJ58394|PECAM-1	"CD31 antigen|CD31/EndoCAM|PECAM-1, CD31/EndoCAM|adhesion molecule"	17	17q23		0	1			0	0	0	0.0	
SUMF1	autism	ENSG00000144455	285362	0	0	0	0	0	0	1	0	0	0	0	sulfatase modifying factor 1	AAPA3037|FGE|MGC131853|MGC150436	C-alpha-formylglycine-generating enzyme|OTTHUMP00000115300	3	3p26.2		0	1			0	0	0	0.0	
IGFBP3	autism	ENSG00000146674	3486	0	1	0	0	0	0	0	0	0	0	0	insulin-like growth factor binding protein 3	BP-53|IBP3	IGF-binding protein 3|acid stable subunit of the 140 K IGF complex|binding protein 29|binding protein 53|growth hormone-dependent binding protein	7	7p13-p12		0	1			0	0	0	0.0	
RXRB	autism	ENSG00000204231	6257	0	0	1	0	0	0	0	0	0	0	1	"retinoid X receptor, beta"	DAUDI6|H-2RIIBP|MGC1831|NR2B2|RCoR-1	MHC class I promoter binding protein	6	6p21.3	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
RXRA	autism	ENSG00000186350	6256	0	0	1	0	0	0	0	0	0	0	1	"retinoid X receptor, alpha"	FLJ00280|FLJ00318|FLJ16020|FLJ16733|MGC102720|NR2B1	OTTHUMP00000022510	9	9q34.3	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
RXRG	autism	ENSG00000143171	6258	0	0	1	0	0	0	0	0	0	0	1	"retinoid X receptor, gamma"	NR2B3|RXRC	OTTHUMP00000060418|retinoic acid receptor RXR-gamma|retinoid X receptor-gamma	1	1q22-q23	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
CLOCK	autism	ENSG00000134852	9575	0	0	1	0	0	0	0	0	0	0	1	clock homolog (mouse)	KAT13D|KIAA0334|bHLHe8	OTTHUMP00000128334|circadian locomoter output cycles kaput protein|clock	4	4q12	17264841,	1	2	0.0070		0	0	1	-0.09999999999999992	
NR4A2	autism	ENSG00000153234	4929	0	0	1	0	0	0	0	0	0	0	1	"nuclear receptor subfamily 4, group A, member 2"	HZF-3|NOT|NURR1|RNR1|TINUR	"NGFI-B/nur77 beta-type transcription factor homolog|T-cell nuclear receptor NOT|intermediate-early receptor protein|nur related protein-1, human homolog of|orphan nuclear receptor NR4A2|orphan nuclear receptor NURR1|transcriptionally inducible nuclear receptor related 1"	2	2q22-q23	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
DCX	autism	ENSG00000077279	1641	0	0	1	0	0	0	0	0	0	0	1	doublecortin	DBCN|DC|LISX|SCLH|XLIS	OTTHUMP00000062892|doublecortex|doublin|lissencephalin-X	X	Xq22.3-q23	11857568,	1	2	0.0070		0	0	1	-0.09999999999999992	
NF1	autism	ENSG00000196712	4763	0	1	1	0	0	0	0	0	0	0	1	neurofibromin 1	DKFZp686J1293|FLJ21220|NFNS|VRNF|WSS	neurofibromin	17	17q11.2	15389774,	1	3	0.0070	n n 	0	1	2	-0.09999999999999992	
RARA	autism	ENSG00000131759	5914	0	0	1	0	0	0	0	0	0	0	1	"retinoic acid receptor, alpha"	NR1B1|RAR	"OTTHUMP00000164454|OTTHUMP00000164456|Retinoic acid receptor, alpha polypeptide|nucleophosmin-retinoic acid receptor alpha fusion protein NPM-RAR long form"	17	17q21	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
RARB	autism	ENSG00000077092	5915	0	0	1	0	0	0	0	0	0	0	1	"retinoic acid receptor, beta"	HAP|NR1B2|RRB2	"HBV-activated protein|RAR-epsilon|hepatitis B virus activated protein|retinoic acid receptor beta 2|retinoic acid receptor beta 4|retinoic acid receptor beta 5|retinoic acid receptor, beta polypeptide"	3	3p24	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
RARG	autism	ENSG00000172819	5916	0	0	1	0	0	0	0	0	0	0	1	"retinoic acid receptor, gamma"	NR1B3|RARC	-	12	12q13	15635645,	1	2	0.0070		0	0	1	-0.09999999999999992	
HOXB1	autism	ENSG00000120094	3211	0	1	0	0	0	0	0	1	1	0	1	homeobox B1	HOX2|HOX2I|Hox-2.9|MGC116843|MGC116844|MGC116845	homeo box 2I|homeo box B1|homeobox protein Hox-B1	17	17q21.3		0	4		n 	0	0	1	-1.0	
SERPINE1	autism	ENSG00000106366	5054	0	0	1	0	0	0	0	0	0	0	1	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	PAI|PAI-1|PAI1|PLANH1	"plasminogen activator inhibitor, type I|plasminogen activator inhibitor-1|serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	7	7q21.3-q22	11525425,	1	2	0.0070	n 	0	0	2	-1.0999999999999999	
				32	460	402	19	49	53	50	31	110	28	78	
The end
